"type1","type2","total","hp","attack","defense","sp_attack","sp_defense","speed","generation","legendary","type1_scaled","type2_scaled","total_scaled","hp_scaled","attack_scaled","defense_scaled","sp_attack_scaled","sp_defense_scaled","speed_scaled","generation_scaled"
4,7,205,20,40,15,35,35,60,2,0,0.21052631578947367,0.4117647058823529,0.03157894736842107,0.07480314960629922,0.1891891891891892,0.04081632653061225,0.1358695652173913,0.06521739130434784,0.28205128205128205,0.25
5,7,218,50,25,28,45,55,15,2,0,0.2631578947368421,0.4117647058823529,0.04526315789473684,0.19291338582677164,0.10810810810810811,0.09387755102040818,0.19021739130434784,0.15217391304347827,0.05128205128205129,0.25
14,4,210,90,30,15,40,20,15,2,0,0.7368421052631579,0.23529411764705882,0.0368421052631579,0.35039370078740156,0.13513513513513514,0.04081632653061225,0.16304347826086957,0.0,0.05128205128205129,0.25
5,7,245,35,20,65,40,65,20,2,0,0.2631578947368421,0.4117647058823529,0.07368421052631577,0.13385826771653545,0.08108108108108109,0.2448979591836735,0.16304347826086957,0.19565217391304346,0.07692307692307693,0.25
5,7,405,55,40,85,80,105,40,2,0,0.2631578947368421,0.4117647058823529,0.24210526315789474,0.2125984251968504,0.1891891891891892,0.326530612244898,0.3804347826086956,0.3695652173913044,0.1794871794871795,0.25
16,7,320,40,50,45,70,45,70,2,0,0.8421052631578947,0.4117647058823529,0.15263157894736842,0.15354330708661418,0.24324324324324326,0.163265306122449,0.3260869565217391,0.10869565217391305,0.3333333333333333,0.25
16,7,470,65,75,70,95,70,95,2,0,0.8421052631578947,0.4117647058823529,0.31052631578947365,0.25196850393700787,0.3783783783783784,0.2653061224489796,0.4619565217391304,0.2173913043478261,0.4615384615384615,0.25
4,7,280,55,40,40,65,45,35,2,0,0.21052631578947367,0.4117647058823529,0.11052631578947367,0.2125984251968504,0.1891891891891892,0.14285714285714288,0.29891304347826086,0.10869565217391305,0.15384615384615385,0.25
4,7,365,70,55,55,80,60,45,2,0,0.21052631578947367,0.4117647058823529,0.19999999999999998,0.27165354330708663,0.2702702702702703,0.20408163265306126,0.3804347826086956,0.17391304347826086,0.20512820512820515,0.25
4,7,510,90,75,85,115,90,55,2,0,0.21052631578947367,0.4117647058823529,0.3526315789473684,0.35039370078740156,0.3783783783783784,0.326530612244898,0.5706521739130435,0.30434782608695654,0.2564102564102564,0.25
4,2,610,90,95,105,165,110,45,2,0,0.21052631578947367,0.11764705882352941,0.45789473684210524,0.35039370078740156,0.48648648648648657,0.40816326530612246,0.842391304347826,0.391304347826087,0.20512820512820515,0.25
11,7,490,75,80,95,90,100,50,2,0,0.5789473684210527,0.4117647058823529,0.331578947368421,0.29133858267716534,0.40540540540540543,0.3673469387755102,0.43478260869565216,0.34782608695652173,0.23076923076923075,0.25
19,4,250,70,20,50,20,50,40,2,0,1.0,0.23529411764705882,0.07894736842105263,0.27165354330708663,0.08108108108108109,0.1836734693877551,0.05434782608695652,0.13043478260869565,0.1794871794871795,0.25
19,4,420,100,50,80,60,80,50,2,0,1.0,0.23529411764705882,0.2578947368421053,0.38976377952755903,0.24324324324324326,0.30612244897959184,0.2717391304347826,0.2608695652173913,0.23076923076923075,0.25
17,7,410,70,100,115,30,65,30,2,0,0.894736842105263,0.4117647058823529,0.2473684210526316,0.27165354330708663,0.5135135135135136,0.4489795918367347,0.10869565217391305,0.19565217391304346,0.12820512820512822,0.25
19,7,500,90,75,75,90,100,70,2,0,1.0,0.4117647058823529,0.3421052631578947,0.35039370078740156,0.3783783783783784,0.2857142857142857,0.43478260869565216,0.34782608695652173,0.3333333333333333,0.25
11,7,250,35,35,40,35,55,50,2,0,0.5789473684210527,0.4117647058823529,0.07894736842105263,0.13385826771653545,0.16216216216216217,0.14285714285714288,0.1358695652173913,0.15217391304347827,0.23076923076923075,0.25
11,7,340,55,45,50,45,65,80,2,0,0.5789473684210527,0.4117647058823529,0.1736842105263158,0.2125984251968504,0.21621621621621623,0.1836734693877551,0.19021739130434784,0.19565217391304346,0.3846153846153846,0.25
11,7,460,75,55,70,55,95,110,2,0,0.5789473684210527,0.4117647058823529,0.30000000000000004,0.29133858267716534,0.2702702702702703,0.2653061224489796,0.24456521739130435,0.32608695652173914,0.5384615384615384,0.25
14,7,360,55,70,55,40,55,85,2,0,0.7368421052631579,0.4117647058823529,0.19473684210526318,0.2125984251968504,0.35135135135135137,0.20408163265306126,0.16304347826086957,0.15217391304347827,0.41025641025641024,0.25
11,7,180,30,30,30,30,30,30,2,0,0.5789473684210527,0.4117647058823529,0.0052631578947368585,0.11417322834645668,0.13513513513513514,0.10204081632653061,0.10869565217391305,0.043478260869565216,0.12820512820512822,0.25
11,7,425,75,75,55,105,85,30,2,0,0.5789473684210527,0.4117647058823529,0.26315789473684215,0.29133858267716534,0.3783783783783784,0.20408163265306126,0.5163043478260869,0.28260869565217395,0.12820512820512822,0.25
1,7,390,65,65,45,75,45,95,2,0,0.05263157894736842,0.4117647058823529,0.22631578947368422,0.25196850393700787,0.32432432432432434,0.163265306122449,0.35326086956521735,0.10869565217391305,0.4615384615384615,0.25
19,10,210,55,45,45,25,25,15,2,0,1.0,0.5882352941176471,0.0368421052631579,0.2125984251968504,0.21621621621621623,0.163265306122449,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.25
19,10,430,95,85,85,65,65,35,2,0,1.0,0.5882352941176471,0.2684210526315789,0.3700787401574803,0.43243243243243246,0.326530612244898,0.29891304347826086,0.19565217391304346,0.15384615384615385,0.25
16,7,525,65,65,60,130,95,110,2,0,0.8421052631578947,0.4117647058823529,0.36842105263157887,0.25196850393700787,0.32432432432432434,0.22448979591836737,0.6521739130434783,0.32608695652173914,0.5384615384615384,0.25
2,7,525,95,65,110,60,130,65,2,0,0.10526315789473684,0.4117647058823529,0.36842105263157887,0.3700787401574803,0.32432432432432434,0.4285714285714286,0.2717391304347826,0.47826086956521735,0.30769230769230765,0.25
2,7,405,60,85,42,85,42,91,2,0,0.10526315789473684,0.4117647058823529,0.24210526315789474,0.23228346456692914,0.43243243243243246,0.1510204081632653,0.4076086956521739,0.09565217391304348,0.441025641025641,0.25
19,14,490,95,75,80,100,110,30,2,0,1.0,0.8235294117647058,0.331578947368421,0.3700787401574803,0.3783783783783784,0.30612244897959184,0.48913043478260865,0.391304347826087,0.12820512820512822,0.25
15,14,490,95,65,80,110,110,30,8,0,0.7894736842105263,0.8235294117647058,0.331578947368421,0.3700787401574803,0.32432432432432434,0.30612244897959184,0.5434782608695652,0.391304347826087,0.12820512820512822,1.0
9,7,435,60,60,60,85,85,85,2,0,0.47368421052631576,0.4117647058823529,0.27368421052631575,0.23228346456692914,0.2972972972972973,0.22448979591836737,0.4076086956521739,0.28260869565217395,0.41025641025641024,0.25
16,7,336,48,72,48,72,48,48,2,0,0.8421052631578947,0.4117647058823529,0.1694736842105263,0.18503937007874016,0.3621621621621622,0.17551020408163268,0.3369565217391304,0.12173913043478263,0.22051282051282053,0.25
16,7,405,190,33,58,33,58,33,2,0,0.8421052631578947,0.4117647058823529,0.24210526315789474,0.7440944881889764,0.15135135135135136,0.2163265306122449,0.125,0.16521739130434782,0.1435897435897436,0.25
14,14,455,70,80,65,90,65,85,2,0,0.7368421052631579,0.8235294117647058,0.2947368421052632,0.27165354330708663,0.40540540540540543,0.2448979591836735,0.43478260869565216,0.19565217391304346,0.41025641025641024,0.25
1,7,290,50,65,90,35,35,15,2,0,0.05263157894736842,0.4117647058823529,0.12105263157894738,0.19291338582677164,0.32432432432432434,0.3469387755102041,0.1358695652173913,0.06521739130434784,0.05128205128205129,0.25
1,16,465,75,90,140,60,60,40,2,0,0.05263157894736842,0.9411764705882353,0.3052631578947368,0.29133858267716534,0.4594594594594595,0.5510204081632654,0.2717391304347826,0.17391304347826086,0.1794871794871795,0.25
14,7,415,100,70,70,65,65,45,2,0,0.7368421052631579,0.4117647058823529,0.25263157894736843,0.38976377952755903,0.35135135135135137,0.2653061224489796,0.29891304347826086,0.19565217391304346,0.20512820512820515,0.25
12,7,430,65,75,105,35,65,85,2,0,0.631578947368421,0.4117647058823529,0.2684210526315789,0.25196850393700787,0.3783783783783784,0.40816326530612246,0.1358695652173913,0.19565217391304346,0.41025641025641024,0.25
18,10,510,75,85,200,55,65,30,2,0,0.9473684210526315,0.5882352941176471,0.3526315789473684,0.29133858267716534,0.43243243243243246,0.7959183673469388,0.24456521739130435,0.19565217391304346,0.12820512820512822,0.25
18,10,610,75,125,230,55,95,30,2,0,0.9473684210526315,0.5882352941176471,0.45789473684210524,0.29133858267716534,0.6486486486486487,0.9183673469387755,0.24456521739130435,0.32608695652173914,0.12820512820512822,0.25
5,7,300,60,80,50,40,40,30,2,0,0.2631578947368421,0.4117647058823529,0.13157894736842105,0.23228346456692914,0.40540540540540543,0.1836734693877551,0.16304347826086957,0.08695652173913043,0.12820512820512822,0.25
5,7,450,90,120,75,60,60,45,2,0,0.2631578947368421,0.4117647058823529,0.2894736842105263,0.35039370078740156,0.6216216216216217,0.2857142857142857,0.2717391304347826,0.17391304347826086,0.20512820512820515,0.25
19,13,430,65,95,75,55,55,85,2,0,1.0,0.7647058823529411,0.2684210526315789,0.25196850393700787,0.48648648648648657,0.2857142857142857,0.24456521739130435,0.15217391304347827,0.41025641025641024,0.25
1,16,500,70,130,100,55,80,65,2,0,0.05263157894736842,0.9411764705882353,0.3421052631578947,0.27165354330708663,0.6756756756756757,0.3877551020408163,0.24456521739130435,0.2608695652173913,0.30769230769230765,0.25
1,16,600,70,150,140,65,100,75,2,0,0.05263157894736842,0.9411764705882353,0.4473684210526315,0.27165354330708663,0.7837837837837838,0.5510204081632654,0.29891304347826086,0.34782608695652173,0.358974358974359,0.25
1,15,505,20,10,230,10,230,5,2,0,0.05263157894736842,0.8823529411764706,0.34736842105263155,0.07480314960629922,0.02702702702702703,0.9183673469387755,0.0,0.9130434782608696,0.0,0.25
1,5,500,80,125,75,40,95,85,2,0,0.05263157894736842,0.29411764705882354,0.3421052631578947,0.3110236220472441,0.6486486486486487,0.2857142857142857,0.16304347826086957,0.32608695652173914,0.41025641025641024,0.25
1,5,600,80,185,115,40,105,75,2,0,0.05263157894736842,0.29411764705882354,0.4473684210526315,0.3110236220472441,0.972972972972973,0.4489795918367347,0.16304347826086957,0.3695652173913044,0.358974358974359,0.25
2,11,430,55,95,55,35,75,115,2,0,0.10526315789473684,0.6470588235294118,0.2684210526315789,0.2125984251968504,0.48648648648648657,0.20408163265306126,0.1358695652173913,0.2391304347826087,0.5641025641025641,0.25
14,7,330,60,80,50,50,50,40,2,0,0.7368421052631579,0.4117647058823529,0.16315789473684209,0.23228346456692914,0.40540540540540543,0.1836734693877551,0.21739130434782608,0.13043478260869565,0.1794871794871795,0.25
14,7,500,90,130,75,75,75,55,2,0,0.7368421052631579,0.4117647058823529,0.3421052631578947,0.35039370078740156,0.6756756756756757,0.2857142857142857,0.35326086956521735,0.2391304347826087,0.2564102564102564,0.25
7,7,250,40,40,40,70,40,20,2,0,0.3684210526315789,0.4117647058823529,0.07894736842105263,0.15354330708661418,0.1891891891891892,0.14285714285714288,0.3260869565217391,0.08695652173913043,0.07692307692307693,0.25
7,15,410,50,50,120,80,80,30,2,0,0.3684210526315789,0.8823529411764706,0.2473684210526316,0.19291338582677164,0.24324324324324326,0.46938775510204084,0.3804347826086956,0.2608695652173913,0.12820512820512822,0.25
13,10,250,50,50,40,30,30,50,2,0,0.6842105263157894,0.5882352941176471,0.07894736842105263,0.19291338582677164,0.24324324324324326,0.14285714285714288,0.10869565217391305,0.043478260869565216,0.23076923076923075,0.25
13,10,450,100,100,80,60,60,50,2,0,0.6842105263157894,0.5882352941176471,0.2894736842105263,0.38976377952755903,0.5135135135135136,0.30612244897959184,0.2717391304347826,0.17391304347826086,0.23076923076923075,0.25
19,15,380,55,55,85,65,85,35,2,0,1.0,0.8823529411764706,0.2157894736842105,0.2125984251968504,0.2702702702702703,0.326530612244898,0.29891304347826086,0.28260869565217395,0.15384615384615385,0.25
9,7,380,60,55,100,65,100,30,8,0,0.47368421052631576,0.4117647058823529,0.2157894736842105,0.23228346456692914,0.2702702702702703,0.3877551020408163,0.29891304347826086,0.34782608695652173,0.12820512820512822,1.0
19,7,300,35,65,35,65,35,65,2,0,1.0,0.4117647058823529,0.13157894736842105,0.13385826771653545,0.32432432432432434,0.12244897959183676,0.29891304347826086,0.06521739130434784,0.30769230769230765,0.25
19,7,480,75,105,75,105,75,45,2,0,1.0,0.4117647058823529,0.32105263157894737,0.29133858267716534,0.5405405405405406,0.2857142857142857,0.5163043478260869,0.2391304347826087,0.20512820512820515,0.25
13,7,330,45,55,45,65,45,75,2,0,0.6842105263157894,0.4117647058823529,0.16315789473684209,0.1732283464566929,0.2702702702702703,0.163265306122449,0.29891304347826086,0.10869565217391305,0.358974358974359,0.25
19,7,465,65,40,70,80,140,70,2,0,1.0,0.4117647058823529,0.3052631578947368,0.25196850393700787,0.1891891891891892,0.2653061224489796,0.3804347826086956,0.5217391304347827,0.3333333333333333,0.25
18,7,465,65,80,140,40,70,70,2,0,0.9473684210526315,0.4117647058823529,0.3052631578947368,0.25196850393700787,0.40540540540540543,0.5510204081632654,0.16304347826086957,0.2173913043478261,0.3333333333333333,0.25
2,6,330,45,60,30,80,50,65,2,0,0.10526315789473684,0.3529411764705882,0.16315789473684209,0.1732283464566929,0.2972972972972973,0.10204081632653061,0.3804347826086956,0.13043478260869565,0.30769230769230765,0.25
2,6,500,75,90,50,110,80,95,2,0,0.10526315789473684,0.3529411764705882,0.3421052631578947,0.29133858267716534,0.4594594594594595,0.1836734693877551,0.5434782608695652,0.2608695652173913,0.4615384615384615,0.25
2,6,600,75,90,90,140,90,115,2,0,0.10526315789473684,0.3529411764705882,0.4473684210526315,0.29133858267716534,0.4594594594594595,0.3469387755102041,0.7065217391304347,0.30434782608695654,0.5641025641025641,0.25
19,2,540,75,95,95,95,95,85,2,0,1.0,0.11764705882352941,0.38421052631578945,0.29133858267716534,0.48648648648648657,0.3673469387755102,0.4619565217391304,0.32608695652173914,0.41025641025641024,0.25
12,7,330,90,60,60,40,40,40,2,0,0.631578947368421,0.4117647058823529,0.16315789473684209,0.35039370078740156,0.2972972972972973,0.22448979591836737,0.16304347826086957,0.08695652173913043,0.1794871794871795,0.25
12,7,500,90,120,120,60,60,50,2,0,0.631578947368421,0.4117647058823529,0.3421052631578947,0.35039370078740156,0.6216216216216217,0.46938775510204084,0.2717391304347826,0.17391304347826086,0.23076923076923075,0.25
14,7,515,85,80,90,105,95,60,2,0,0.7368421052631579,0.4117647058823529,0.35789473684210527,0.33070866141732286,0.40540540540540543,0.3469387755102041,0.5163043478260869,0.32608695652173914,0.28205128205128205,0.25
14,7,465,73,95,62,85,65,85,2,0,0.7368421052631579,0.4117647058823529,0.3052631578947368,0.28346456692913385,0.48648648648648657,0.23265306122448984,0.4076086956521739,0.19565217391304346,0.41025641025641024,0.25
14,7,250,55,20,35,20,45,75,2,0,0.7368421052631579,0.4117647058823529,0.07894736842105263,0.2125984251968504,0.08108108108108109,0.12244897959183676,0.05434782608695652,0.10869565217391305,0.358974358974359,0.25
6,7,210,35,35,35,35,35,35,2,0,0.3157894736842105,0.4117647058823529,0.0368421052631579,0.13385826771653545,0.16216216216216217,0.12244897959183676,0.1358695652173913,0.06521739130434784,0.15384615384615385,0.25
6,7,455,50,95,95,35,110,70,2,0,0.3157894736842105,0.4117647058823529,0.2947368421052632,0.19291338582677164,0.48648648648648657,0.3673469387755102,0.1358695652173913,0.391304347826087,0.3333333333333333,0.25
13,14,305,45,30,15,85,65,65,2,0,0.6842105263157894,0.8235294117647058,0.1368421052631579,0.1732283464566929,0.13513513513513514,0.04081632653061225,0.4076086956521739,0.19565217391304346,0.30769230769230765,0.25
4,7,360,45,63,37,65,55,95,2,0,0.21052631578947367,0.4117647058823529,0.19473684210526318,0.1732283464566929,0.31351351351351353,0.1306122448979592,0.29891304347826086,0.15217391304347827,0.4615384615384615,0.25
7,7,365,45,75,37,70,55,83,2,0,0.3684210526315789,0.4117647058823529,0.19999999999999998,0.1732283464566929,0.3783783783783784,0.1306122448979592,0.3260869565217391,0.15217391304347827,0.39999999999999997,0.25
14,7,490,95,80,105,40,70,100,2,0,0.7368421052631579,0.4117647058823529,0.331578947368421,0.3700787401574803,0.40540540540540543,0.40816326530612246,0.16304347826086957,0.2173913043478261,0.4871794871794871,0.25
14,7,540,255,10,10,75,135,55,2,0,0.7368421052631579,0.4117647058823529,0.38421052631578945,1.0,0.02702702702702703,0.020408163265306124,0.35326086956521735,0.5,0.2564102564102564,0.25
4,7,580,90,85,75,115,100,115,2,1,0.21052631578947367,0.4117647058823529,0.4263157894736842,0.35039370078740156,0.43243243243243246,0.2857142857142857,0.5706521739130435,0.34782608695652173,0.5641025641025641,0.25
7,7,580,115,115,85,90,75,100,2,1,0.3684210526315789,0.4117647058823529,0.4263157894736842,0.44881889763779526,0.5945945945945947,0.326530612244898,0.43478260869565216,0.2391304347826087,0.4871794871794871,0.25
19,7,580,100,75,115,90,115,85,2,1,1.0,0.4117647058823529,0.4263157894736842,0.38976377952755903,0.3783783783783784,0.4489795918367347,0.43478260869565216,0.41304347826086957,0.41025641025641024,0.25
17,10,300,50,64,50,45,50,41,2,0,0.894736842105263,0.5882352941176471,0.13157894736842105,0.19291338582677164,0.31891891891891894,0.1836734693877551,0.19021739130434784,0.13043478260869565,0.18461538461538463,0.25
17,10,410,70,84,70,65,70,51,2,0,0.894736842105263,0.5882352941176471,0.2473684210526316,0.27165354330708663,0.42702702702702705,0.2653061224489796,0.29891304347826086,0.2173913043478261,0.23589743589743592,0.25
17,1,600,100,134,110,95,100,61,2,0,0.894736842105263,0.058823529411764705,0.4473684210526315,0.38976377952755903,0.6972972972972973,0.4285714285714286,0.4619565217391304,0.34782608695652173,0.28717948717948716,0.25
17,1,700,100,164,150,95,120,71,2,0,0.894736842105263,0.058823529411764705,0.5526315789473684,0.38976377952755903,0.8594594594594596,0.5918367346938775,0.4619565217391304,0.43478260869565216,0.3384615384615384,0.25
16,7,680,106,90,130,90,154,110,2,1,0.8421052631578947,0.4117647058823529,0.531578947368421,0.41338582677165353,0.4594594594594595,0.5102040816326531,0.43478260869565216,0.5826086956521739,0.5384615384615384,0.25
7,7,680,106,130,90,110,154,90,2,1,0.3684210526315789,0.4117647058823529,0.531578947368421,0.41338582677165353,0.6756756756756757,0.3469387755102041,0.5434782608695652,0.5826086956521739,0.4358974358974359,0.25
16,9,600,100,100,100,100,100,100,2,1,0.8421052631578947,0.5294117647058824,0.4473684210526315,0.38976377952755903,0.5135135135135136,0.3877551020408163,0.48913043478260865,0.34782608695652173,0.4871794871794871,0.25
11,7,310,40,45,35,65,55,70,3,0,0.5789473684210527,0.4117647058823529,0.14210526315789476,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.29891304347826086,0.15217391304347827,0.3333333333333333,0.375
11,7,405,50,65,45,85,65,95,3,0,0.5789473684210527,0.4117647058823529,0.24210526315789474,0.19291338582677164,0.32432432432432434,0.163265306122449,0.4076086956521739,0.19565217391304346,0.4615384615384615,0.375
11,7,530,70,85,65,105,85,120,3,0,0.5789473684210527,0.4117647058823529,0.37368421052631573,0.27165354330708663,0.43243243243243246,0.2448979591836735,0.5163043478260869,0.28260869565217395,0.5897435897435898,0.375
11,2,630,70,110,75,145,85,145,3,0,0.5789473684210527,0.11764705882352941,0.47894736842105257,0.27165354330708663,0.5675675675675675,0.2857142857142857,0.733695652173913,0.28260869565217395,0.717948717948718,0.375
7,7,310,45,60,40,70,50,45,3,0,0.3684210526315789,0.4117647058823529,0.14210526315789476,0.1732283464566929,0.2972972972972973,0.14285714285714288,0.3260869565217391,0.13043478260869565,0.20512820512820515,0.375
7,5,405,60,85,60,85,60,55,3,0,0.3684210526315789,0.29411764705882354,0.24210526315789474,0.23228346456692914,0.43243243243243246,0.22448979591836737,0.4076086956521739,0.17391304347826086,0.2564102564102564,0.375
7,5,530,80,120,70,110,70,80,3,0,0.3684210526315789,0.29411764705882354,0.37368421052631573,0.3110236220472441,0.6216216216216217,0.2653061224489796,0.5434782608695652,0.2173913043478261,0.3846153846153846,0.375
7,5,630,80,160,80,130,80,100,3,0,0.3684210526315789,0.29411764705882354,0.47894736842105257,0.3110236220472441,0.8378378378378379,0.30612244897959184,0.6521739130434783,0.2608695652173913,0.4871794871794871,0.375
19,7,310,50,70,50,50,50,40,3,0,1.0,0.4117647058823529,0.14210526315789476,0.19291338582677164,0.35135135135135137,0.1836734693877551,0.21739130434782608,0.13043478260869565,0.1794871794871795,0.375
19,10,405,70,85,70,60,70,50,3,0,1.0,0.5882352941176471,0.24210526315789474,0.27165354330708663,0.43243243243243246,0.2653061224489796,0.2717391304347826,0.2173913043478261,0.23076923076923075,0.375
19,10,535,100,110,90,85,90,60,3,0,1.0,0.5882352941176471,0.3789473684210526,0.38976377952755903,0.5675675675675675,0.3469387755102041,0.4076086956521739,0.30434782608695654,0.28205128205128205,0.375
19,10,635,100,150,110,95,110,70,3,0,1.0,0.5882352941176471,0.4842105263157894,0.38976377952755903,0.7837837837837838,0.4285714285714286,0.4619565217391304,0.391304347826087,0.3333333333333333,0.375
2,7,220,35,55,35,30,30,35,3,0,0.10526315789473684,0.4117647058823529,0.04736842105263159,0.13385826771653545,0.2702702702702703,0.12244897959183676,0.10869565217391305,0.043478260869565216,0.15384615384615385,0.375
2,7,420,70,90,70,60,60,70,3,0,0.10526315789473684,0.4117647058823529,0.2578947368421053,0.27165354330708663,0.4594594594594595,0.2653061224489796,0.2717391304347826,0.17391304347826086,0.3333333333333333,0.375
14,7,240,38,30,41,30,41,60,3,0,0.7368421052631579,0.4117647058823529,0.06842105263157897,0.1456692913385827,0.13513513513513514,0.1469387755102041,0.10869565217391305,0.09130434782608696,0.28205128205128205,0.375
2,12,240,38,30,41,30,41,60,8,0,0.10526315789473684,0.7058823529411764,0.06842105263157897,0.1456692913385827,0.13513513513513514,0.1469387755102041,0.10869565217391305,0.09130434782608696,0.28205128205128205,1.0
14,7,420,78,70,61,50,61,100,3,0,0.7368421052631579,0.4117647058823529,0.2578947368421053,0.3031496062992126,0.35135135135135137,0.2285714285714286,0.21739130434782608,0.17826086956521742,0.4871794871794871,0.375
2,12,420,78,70,61,50,61,100,8,0,0.10526315789473684,0.7058823529411764,0.2578947368421053,0.3031496062992126,0.35135135135135137,0.2285714285714286,0.21739130434782608,0.17826086956521742,0.4871794871794871,1.0
1,7,195,45,45,35,20,30,20,3,0,0.05263157894736842,0.4117647058823529,0.02105263157894738,0.1732283464566929,0.21621621621621623,0.12244897959183676,0.05434782608695652,0.043478260869565216,0.07692307692307693,0.375
1,7,205,50,35,55,25,25,15,3,0,0.05263157894736842,0.4117647058823529,0.03157894736842107,0.19291338582677164,0.16216216216216217,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.375
1,7,395,60,70,50,100,50,65,3,0,0.05263157894736842,0.4117647058823529,0.23157894736842108,0.23228346456692914,0.35135135135135137,0.1836734693877551,0.48913043478260865,0.13043478260869565,0.30769230769230765,0.375
1,7,205,50,35,55,25,25,15,3,0,0.05263157894736842,0.4117647058823529,0.03157894736842107,0.19291338582677164,0.16216216216216217,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.375
1,13,385,60,50,70,50,90,65,3,0,0.05263157894736842,0.7647058823529411,0.22105263157894736,0.23228346456692914,0.24324324324324326,0.2653061224489796,0.21739130434782608,0.30434782608695654,0.30769230769230765,0.375
19,9,220,40,30,30,40,50,30,3,0,1.0,0.5294117647058824,0.04736842105263159,0.15354330708661418,0.13513513513513514,0.10204081632653061,0.16304347826086957,0.13043478260869565,0.12820512820512822,0.375
19,9,340,60,50,50,60,70,50,3,0,1.0,0.5294117647058824,0.1736842105263158,0.23228346456692914,0.24324324324324326,0.1836734693877551,0.2717391304347826,0.2173913043478261,0.23076923076923075,0.375
19,9,480,80,70,70,90,100,70,3,0,1.0,0.5294117647058824,0.32105263157894737,0.3110236220472441,0.35135135135135137,0.2653061224489796,0.43478260869565216,0.34782608695652173,0.3333333333333333,0.375
11,7,220,40,40,50,30,30,30,3,0,0.5789473684210527,0.4117647058823529,0.04736842105263159,0.15354330708661418,0.1891891891891892,0.1836734693877551,0.10869565217391305,0.043478260869565216,0.12820512820512822,0.375
11,1,340,70,70,40,60,40,60,3,0,0.5789473684210527,0.058823529411764705,0.1736842105263158,0.27165354330708663,0.35135135135135137,0.14285714285714288,0.2717391304347826,0.08695652173913043,0.28205128205128205,0.375
11,1,480,90,100,60,90,60,80,3,0,0.5789473684210527,0.058823529411764705,0.32105263157894737,0.35039370078740156,0.5135135135135136,0.22448979591836737,0.43478260869565216,0.17391304347826086,0.3846153846153846,0.375
14,7,270,40,55,30,30,30,85,3,0,0.7368421052631579,0.4117647058823529,0.1,0.15354330708661418,0.2702702702702703,0.10204081632653061,0.10869565217391305,0.043478260869565216,0.41025641025641024,0.375
14,7,430,60,85,60,50,50,125,3,0,0.7368421052631579,0.4117647058823529,0.2684210526315789,0.23228346456692914,0.43243243243243246,0.22448979591836737,0.21739130434782608,0.13043478260869565,0.6153846153846154,0.375
19,7,270,40,30,30,55,30,85,3,0,1.0,0.4117647058823529,0.1,0.15354330708661418,0.13513513513513514,0.10204081632653061,0.24456521739130435,0.043478260869565216,0.41025641025641024,0.375
19,7,430,60,50,100,85,70,65,3,0,1.0,0.4117647058823529,0.2684210526315789,0.23228346456692914,0.24324324324324326,0.3877551020408163,0.4076086956521739,0.2173913043478261,0.30769230769230765,0.375
16,4,198,28,25,25,45,35,40,3,0,0.8421052631578947,0.23529411764705882,0.024210526315789488,0.1062992125984252,0.10810810810810811,0.0816326530612245,0.19021739130434784,0.06521739130434784,0.1794871794871795,0.375
16,4,278,38,35,35,65,55,50,3,0,0.8421052631578947,0.23529411764705882,0.10842105263157895,0.1456692913385827,0.16216216216216217,0.12244897959183676,0.29891304347826086,0.15217391304347827,0.23076923076923075,0.375
16,4,518,68,65,65,125,115,80,3,0,0.8421052631578947,0.23529411764705882,0.3610526315789473,0.2637795275590551,0.32432432432432434,0.2448979591836735,0.625,0.41304347826086957,0.3846153846153846,0.375
16,4,618,68,85,65,165,135,100,3,0,0.8421052631578947,0.23529411764705882,0.46631578947368413,0.2637795275590551,0.43243243243243246,0.2448979591836735,0.842391304347826,0.5,0.4871794871794871,0.375
1,17,269,40,30,32,50,52,65,3,0,0.05263157894736842,1.0,0.09894736842105264,0.15354330708661418,0.13513513513513514,0.11020408163265308,0.21739130434782608,0.1391304347826087,0.30769230769230765,0.375
1,7,414,70,60,62,80,82,60,3,0,0.05263157894736842,0.4117647058823529,0.251578947368421,0.27165354330708663,0.2972972972972973,0.23265306122448984,0.3804347826086956,0.26956521739130435,0.28205128205128205,0.375
11,7,295,60,40,60,40,60,35,3,0,0.5789473684210527,0.4117647058823529,0.1263157894736842,0.23228346456692914,0.1891891891891892,0.22448979591836737,0.16304347826086957,0.17391304347826086,0.15384615384615385,0.375
11,5,460,60,130,80,60,60,70,3,0,0.5789473684210527,0.29411764705882354,0.30000000000000004,0.23228346456692914,0.6756756756756757,0.30612244897959184,0.2717391304347826,0.17391304347826086,0.3333333333333333,0.375
14,7,280,60,60,60,35,35,30,3,0,0.7368421052631579,0.4117647058823529,0.11052631578947367,0.23228346456692914,0.2972972972972973,0.22448979591836737,0.1358695652173913,0.06521739130434784,0.12820512820512822,0.375
14,7,440,80,80,80,55,55,90,3,0,0.7368421052631579,0.4117647058823529,0.2789473684210526,0.3110236220472441,0.40540540540540543,0.30612244897959184,0.24456521739130435,0.15217391304347827,0.4358974358974359,0.375
